Bank_Name,Cust_Name,Account_No,Loan_Type,Due_Amount,Due_Date,Priority,Recovered_by_Agent,Recovered_by_AI,Recovered_by_Field_Agent,Recovered_Date,Recovered_Amount,Remaining_Due_Amount
HDFC Bank,Jeffrey Nelson,XXXX7530,Car,78389.11,07-10-2024,Low,,,1,10-09-2024,189088.76,2838.62
Kotak Mahindra,Robert Tran,XXXX1102,House,220533.09,05-12-2024,Low,1,,,15-06-2024,207050.07,3000.12
HDFC Bank,Wendy Wade,XXXX3328,House,193263.16,27-07-2024,Low,1,,,27-02-2024,110006.65,8255.36
ICICI Bank,Kelly Williamson,XXXX1224,Car,259983.65,29-09-2024,Medium,1,,,21-05-2024,247301.79,8718.14
Kotak Mahindra,Steven Price,XXXX5983,Car,359634.61,27-11-2024,Medium,,1,,08-12-2024,204156.31,4591.05
SBI,Bradley Burnett,XXXX9997,House,479320.55,11-01-2025,High,1,,,26-03-2025,,0
Kotak Mahindra,Shelly Jacobs,XXXX1958,House,175341.3,12-06-2024,High,1,,,17-05-2024,184903.15,1812.16
Axis Bank,Danielle Pena,XXXX3056,House,327037.42,12-09-2023,High,1,,,12-05-2023,303372.71,12661.22
Kotak Mahindra,Scott Potter,XXXX7698,House,379358.34,01-09-2024,High,1,,,21-01-2024,,0
ICICI Bank,Nicole Fernandez,XXXX2463,Car,85295.12,17-05-2024,High,,1,,11-08-2024,,0
Kotak Mahindra,Regina Marshall DVM,XXXX4031,Car,252709.64,22-12-2023,Medium,1,,,04-03-2023,430603.17,44130.41
ICICI Bank,Lori Grant,XXXX1649,Car,362281.07,29-11-2024,High,,,1,20-05-2024,,0
HDFC Bank,Andre Fuller,XXXX2470,House,108280.13,25-01-2024,Low,,1,,06-06-2024,,0
ICICI Bank,Theodore Brown,XXXX9857,Car,456729.31,24-02-2025,Medium,,1,,08-05-2025,330005.84,31033.24
ICICI Bank,Marissa Fischer,XXXX1314,House,162306.54,20-06-2024,Low,,1,,02-07-2024,60138.67,870.72
Kotak Mahindra,Brenda Smith,XXXX6233,House,336972.07,01-07-2025,High,,1,,18-01-2025,169189.66,6348.59
SBI,Mary Edwards,XXXX3278,House,350235.4,29-08-2024,Low,,1,,05-04-2024,443801.17,34655.61
ICICI Bank,Crystal Aguirre,XXXX1892,House,61453.67,22-10-2023,Low,,1,,15-08-2023,174280.9,13873.91
ICICI Bank,Justin Burns,XXXX3690,Car,272430.71,14-01-2025,Low,1,,,08-08-2025,219915.17,3575.73
HDFC Bank,Mr. Richard Thomas,XXXX1382,House,382175.99,27-07-2024,High,1,,,08-08-2024,276444.12,20121.81
SBI,Jennifer Newton,XXXX5681,House,120162.19,14-08-2023,Medium,,1,,01-10-2023,102321.69,10614.73
ICICI Bank,Danielle Vargas,XXXX1118,House,481560.23,08-11-2023,High,1,,,04-12-2023,,0
HDFC Bank,Jennifer Williams,XXXX7670,House,269959.29,12-05-2024,Medium,,1,,09-01-2024,205241.26,18644.59
HDFC Bank,Alice Miller,XXXX6528,House,361901.36,10-11-2023,Medium,1,,,19-04-2023,,0
HDFC Bank,Stacey Moss,XXXX9882,House,448870.52,17-11-2024,High,,,1,13-08-2024,459266.9,24942.5
Axis Bank,Adrienne Ramos,XXXX8119,House,329495.48,13-01-2025,Medium,1,,,13-08-2025,242731.75,5194.9
Axis Bank,Thomas Perez,XXXX3995,Car,112911.07,27-11-2023,Low,1,,,06-10-2023,183949.18,3429.48
SBI,Dr. Catherine Martinez,XXXX1048,Car,61516.79,07-12-2024,Low,1,,,09-04-2024,165745.12,11792.69
Axis Bank,Erica Alexander,XXXX1224,Car,227555.09,09-11-2024,Medium,1,,,27-12-2024,60588.61,6089.57
SBI,Mrs. Shirley Hernandez,XXXX7577,Car,470346.1,22-11-2024,Medium,,1,,13-12-2024,224810.31,9182.63
SBI,Christopher White,XXXX8918,Car,406484.09,06-05-2024,Low,,1,,10-09-2024,180872.78,17818.26
SBI,Pamela Terrell,XXXX5889,Car,200860.41,01-12-2024,Medium,1,,,30-05-2024,,0
Kotak Mahindra,Kyle Mcneil,XXXX7085,Car,254580.11,14-01-2025,Medium,,1,,03-09-2025,237137.63,6267.03
Kotak Mahindra,Lauren Koch,XXXX1124,Car,170973.44,11-04-2025,Low,,1,,04-06-2025,299384.95,10404.67
HDFC Bank,Edward Ball,XXXX2751,House,365646.92,14-12-2023,Medium,1,,,30-03-2023,187045.09,19229.34
Kotak Mahindra,Tiffany Jordan,XXXX2010,Car,131050.32,23-08-2023,High,,1,,17-09-2023,,0
SBI,Jonathan Larson,XXXX7283,Car,226138.82,18-07-2025,Low,1,,,13-11-2025,357164.49,18318.85
SBI,Dawn Webb,XXXX2940,House,95631.53,11-11-2024,Low,,1,,21-02-2024,77496.62,961.58
HDFC Bank,Mr. David Stein,XXXX4285,House,431942.68,25-09-2024,Low,,1,,16-01-2024,,0
Kotak Mahindra,Christine Trevino,XXXX9136,House,207112.36,31-07-2024,Low,,1,,31-10-2024,219194.37,19707.34
Kotak Mahindra,Brittany Kent,XXXX3409,Car,242414.51,16-03-2025,Medium,1,,,05-01-2025,55980.76,2323.02
Kotak Mahindra,Christine Perry,XXXX3743,Car,218833.97,27-04-2024,High,1,,,01-10-2024,388717.49,9610.24
SBI,Patricia Boyer,XXXX7306,House,147649.94,23-08-2024,High,1,,,17-11-2024,386171.77,37593.5
Kotak Mahindra,Christina Hill,XXXX9262,Car,179975.79,28-05-2024,Medium,1,,,25-05-2024,213657.35,783.9
Kotak Mahindra,Penny Martinez,XXXX9087,Car,172872.64,01-05-2025,High,1,,,17-06-2025,82821.59,2321.2
Kotak Mahindra,Charles Marshall,XXXX3860,Car,322053.54,15-12-2023,High,,1,,21-07-2023,,0
ICICI Bank,Michael Stanton,XXXX9585,House,188824.29,06-02-2024,High,,1,,28-06-2024,262775.71,3621.2
ICICI Bank,Stephen Cochran,XXXX1059,Car,478962.86,05-10-2024,Medium,,,1,10-09-2024,393084.52,42871.95
Kotak Mahindra,Joshua Benson,XXXX4865,Car,202775.28,29-11-2023,High,,1,,14-03-2023,282299.41,19666.06
ICICI Bank,Dylan Davidson,XXXX4980,Car,67672.24,19-09-2024,Low,,1,,11-01-2024,309713.49,4522.33
SBI,Ashley Sanders,XXXX1268,Car,326188.47,16-07-2025,Low,,1,,19-03-2025,,0
Axis Bank,Jacob Hodge,XXXX2939,House,240178.71,13-09-2023,Low,1,,,01-09-2023,55871.13,2999.54
SBI,James Chang,XXXX9435,House,308700.33,04-05-2025,High,,1,,16-11-2025,440267.65,16071.01
Kotak Mahindra,Thomas Woods,XXXX9810,Car,222085.29,04-07-2024,Low,1,,,18-04-2024,400305.35,27626.81
Kotak Mahindra,Tanner Thomas,XXXX6230,Car,73305.48,16-10-2023,Low,,1,,30-05-2023,,0
ICICI Bank,Justin Martin,XXXX1293,Car,269210.72,11-12-2023,Medium,,1,,16-12-2023,203500.23,18367.86
ICICI Bank,Casey Davis,XXXX4603,House,86746.33,05-06-2025,Medium,1,,,05-11-2025,139644.89,8052.08
SBI,Drew Nelson,XXXX5334,House,145218.37,10-01-2024,Medium,,1,,18-12-2024,389683.51,23948.19
HDFC Bank,Erin Cruz,XXXX6916,House,111196.16,13-09-2024,High,,1,,08-07-2024,377798.77,24646.79
SBI,Amy Miller,XXXX2590,House,259294.07,29-02-2024,High,1,,,24-05-2024,271318.25,27816.13
HDFC Bank,Alexandria Jenkins,XXXX2375,Car,270790.09,19-10-2024,High,,1,,29-04-2024,350420.85,19139.31
ICICI Bank,Kelly Carson,XXXX4253,Car,136829.12,02-12-2024,Medium,,1,,18-05-2024,468592.38,1634.97
Kotak Mahindra,Jennifer Schmidt,XXXX8390,Car,124882.16,02-11-2023,Low,1,,,21-05-2023,,0
ICICI Bank,Charles Jackson,XXXX8975,House,120147.72,27-08-2024,Medium,1,,,05-06-2024,,0
Kotak Mahindra,Matthew Porter,XXXX9604,Car,131065.5,29-06-2025,Medium,,1,,21-02-2025,431459.77,15918.41
Axis Bank,Sydney Burns,XXXX7144,Car,304615.49,19-09-2023,High,1,,,25-10-2023,,0
SBI,Joshua Hall,XXXX3692,Car,214816.96,12-11-2024,Low,1,,,24-10-2024,132776.35,8054.84
Kotak Mahindra,Amanda Soto,XXXX5955,Car,239612.17,10-09-2023,Low,,1,,11-03-2023,67653.98,4401.24
Axis Bank,Walter Lawson,XXXX5509,House,298344.35,26-05-2024,Medium,,1,,15-09-2024,,0
HDFC Bank,Andrew White,XXXX6403,Car,179836.19,27-05-2024,Low,,1,,16-01-2024,246567.38,27298.41
Kotak Mahindra,Thomas Armstrong,XXXX3433,House,220653.87,14-12-2023,Medium,,1,,24-05-2023,381094.5,4706.08
HDFC Bank,Brandon Reid,XXXX3138,Car,225769.73,12-05-2025,Medium,,1,,06-03-2025,421611.79,19364.9
Axis Bank,Sarah Johns,XXXX3169,House,190453.49,26-02-2024,Medium,1,,,12-01-2024,104147.32,533.81
ICICI Bank,Rebecca Lane,XXXX3831,Car,482554.66,12-10-2024,High,,1,,01-11-2024,383659.05,24682.47
Kotak Mahindra,Todd Kidd,XXXX9406,Car,496457.36,24-11-2024,Medium,,1,,10-05-2024,,0
Axis Bank,Nathan Bryant,XXXX2096,House,211482.31,22-07-2025,Medium,,1,,16-11-2025,297104.63,8510.95
HDFC Bank,Kelly Perkins,XXXX4431,Car,183905.81,27-05-2024,Medium,,1,,09-08-2024,,0
Kotak Mahindra,Michael Dean,XXXX7484,House,87118.82,08-10-2023,Low,1,,,21-09-2023,263586.77,17467.23
Axis Bank,Amanda Noble,XXXX2464,House,468452.72,20-12-2023,High,,,1,11-06-2023,,0
Kotak Mahindra,Matthew Friedman,XXXX7080,House,476783.2,15-01-2025,Medium,,1,,20-04-2025,352783.86,4335.56
Axis Bank,Denise Lynn MD,XXXX5623,House,126032.8,08-02-2025,Low,1,,,16-12-2025,304504.76,12749.4
ICICI Bank,Brandy Gomez,XXXX5561,Car,137360.66,09-06-2024,Medium,1,,,08-12-2024,,0
Axis Bank,Laura Simpson,XXXX1070,Car,144674.06,11-05-2024,High,,1,,09-03-2024,165607.45,13128.56
Axis Bank,John Leonard,XXXX2711,House,486792.56,21-03-2024,High,1,,,17-09-2024,126346.37,3108.67
ICICI Bank,John Miller,XXXX8218,House,395096.26,22-03-2025,Medium,1,,,07-02-2025,228557.46,25052.72
Kotak Mahindra,Sarah Reed,XXXX4536,Car,65388.91,03-04-2024,High,,1,,02-04-2024,213896.73,9172.05
HDFC Bank,Michael Velasquez,XXXX8952,House,485092.99,31-03-2024,Medium,1,,,02-08-2024,,0
SBI,Blake Brandt,XXXX5229,House,439442.26,19-12-2024,Low,,1,,23-12-2024,76240.38,7056.63
Axis Bank,Christina Mathis,XXXX7288,Car,322440.49,15-04-2024,Low,,1,,11-03-2024,163585.86,1303.73
ICICI Bank,Stephanie Lewis,XXXX8671,Car,107517.97,30-03-2024,High,1,,,20-12-2024,,0
Kotak Mahindra,Fernando Gilbert,XXXX5621,Car,389593.39,28-06-2025,High,,,1,31-03-2025,,0
SBI,Dylan Reid,XXXX4611,Car,488936.24,16-06-2025,Medium,,,1,22-02-2025,295314.34,26211.73
Kotak Mahindra,Lori Parker,XXXX3268,House,243900.05,07-03-2024,Medium,1,,,11-04-2024,387458.33,29004.92
SBI,Megan Horne,XXXX3622,Car,320263.75,11-12-2024,High,1,,,22-05-2024,409961.07,18092.79
Kotak Mahindra,Brianna Salas,XXXX4922,Car,264760.46,17-07-2024,Medium,1,,,26-01-2024,,0
Axis Bank,Jeffrey Davis,XXXX1970,House,497091.04,13-09-2023,Low,1,,,16-12-2023,460770.78,17328.18
SBI,Jacqueline Dixon,XXXX7749,Car,92026.95,01-05-2025,Medium,1,,,02-02-2025,379397.7,24247.75
ICICI Bank,Trevor Collins,XXXX5152,Car,230703.58,29-10-2024,High,1,,,17-11-2024,214257.68,11435.9
ICICI Bank,Russell Brown,XXXX4902,Car,432218.1,04-08-2025,High,1,,,15-02-2025,88221.4,8753.82
Kotak Mahindra,Alison Alexander,XXXX4694,Car,92958.35,25-06-2024,Low,1,,,21-02-2024,408857.33,2124.04
SBI,Devin Estrada,XXXX1687,Car,264033.4,22-04-2024,Medium,,1,,26-07-2024,312331.53,5749.55
ICICI Bank,Samuel Vargas,XXXX4318,House,155847.76,04-02-2024,Medium,,1,,28-01-2024,,0
SBI,Brenda Flores,XXXX7647,House,434327.23,19-11-2023,Medium,1,,,22-10-2023,193317.61,18708.31
Kotak Mahindra,Dr. Karen Watson,XXXX4720,House,444330.73,15-04-2024,High,,1,,18-09-2024,434337.61,42694.84
Kotak Mahindra,Rick Robinson,XXXX9814,House,475426.54,05-01-2024,Medium,1,,,29-05-2024,57412.41,2055.89
HDFC Bank,Patricia Petty,XXXX9806,House,252845.05,15-01-2024,Low,1,,,30-08-2024,,0
SBI,Anna Webb,XXXX5228,House,350095.58,13-08-2024,High,1,,,22-07-2024,473577.55,13289.69
Kotak Mahindra,Jeffery Smith,XXXX9072,Car,372625.98,12-07-2024,Medium,,1,,26-10-2024,242097.75,5629.42
Kotak Mahindra,Shane Kerr,XXXX7627,House,309870.79,08-11-2023,Medium,,1,,27-01-2023,391635.64,33190.17
ICICI Bank,Christopher Williams,XXXX5949,House,110464.76,15-09-2024,Medium,,,1,15-03-2024,364200.68,6517.73
HDFC Bank,Julie Hall,XXXX4034,House,234798.07,21-04-2024,Medium,,1,,26-08-2024,,0
Kotak Mahindra,Kimberly Thompson,XXXX3863,House,304475.75,02-12-2023,High,1,,,13-02-2023,325680.67,23931.75
SBI,Chelsea Farmer DDS,XXXX3904,Car,300279.41,26-06-2025,Medium,1,,,02-12-2025,407744.67,45274.96
Kotak Mahindra,Bobby Hester,XXXX6225,Car,130382.5,16-01-2025,Medium,,1,,31-10-2025,,0
ICICI Bank,Joshua Short Jr.,XXXX7031,House,261098.53,28-04-2025,Medium,1,,,13-04-2025,252663.12,7785.35
Axis Bank,Natalie Jackson,XXXX8113,House,62855.27,24-10-2024,Low,,,1,07-03-2024,364637.52,22272.56
ICICI Bank,Victor Rush,XXXX3911,House,148151.45,30-03-2025,High,1,,,10-03-2025,386573.02,28096.15
Kotak Mahindra,Anthony Larson,XXXX9938,Car,123130.81,18-11-2023,Medium,,1,,04-05-2023,,0
SBI,Stephanie Bishop,XXXX5650,House,206411.44,06-07-2024,Medium,,,1,28-05-2024,267921.45,181.52
Kotak Mahindra,Virginia Gregory,XXXX7999,Car,159314.93,08-11-2024,Medium,1,,,25-07-2024,305953.13,2764.13
ICICI Bank,Austin Myers,XXXX5352,House,465475.94,31-01-2025,Low,,,1,15-07-2025,153228.37,13582.2
ICICI Bank,Courtney Steele,XXXX9583,Car,437035.11,23-02-2025,Low,,1,,22-02-2025,157293.1,3688.54
Axis Bank,Ryan Campbell,XXXX7335,House,300789.28,30-11-2024,Low,1,,,23-10-2024,308482.84,28495.75
HDFC Bank,Denise Floyd,XXXX1193,House,185688.5,14-05-2024,Low,1,,,30-09-2024,398571.67,40655.73
Axis Bank,Jeffery Edwards,XXXX2177,House,483229.57,02-01-2025,Medium,1,,,06-03-2025,434310.83,12800.01
Axis Bank,Michelle Davis,XXXX6164,Car,257370.1,30-04-2024,Medium,1,,,20-01-2024,349273.39,16151.97
ICICI Bank,Matthew Carter,XXXX6393,House,264142.21,11-10-2023,Low,1,,,29-12-2023,367009.45,35559.8
Kotak Mahindra,Kelsey Williams,XXXX1753,Car,329577.04,25-09-2024,Low,1,,,23-03-2024,65807.57,1326.1
Axis Bank,Robyn Williams,XXXX2962,Car,230128.51,18-10-2024,Low,,1,,23-12-2024,105292.01,3903.05
Axis Bank,Kevin Bell,XXXX4673,Car,101906.62,11-10-2024,Low,1,,,14-06-2024,89412.43,4328.95
Kotak Mahindra,Cody White,XXXX2525,Car,297377.74,01-02-2025,Medium,,,1,13-07-2025,,0
Axis Bank,Shannon Roberts,XXXX2844,House,189418.01,10-03-2024,Low,,1,,07-05-2024,179564.93,7413.52
HDFC Bank,Jeremy Potter,XXXX2777,House,438291.63,11-01-2025,High,1,,,23-02-2025,451551.33,40914.78
SBI,Melinda Jensen,XXXX2102,House,181745.75,08-03-2024,Low,1,,,22-02-2024,330747.35,18097.36
ICICI Bank,Angela Mcdowell,XXXX5328,House,102002.91,08-06-2025,Medium,1,,,10-05-2025,435664.72,14665.02
Axis Bank,Kari Smith,XXXX3765,House,212891.58,05-12-2024,Medium,,1,,09-07-2024,379936.99,38174.87
Axis Bank,Richard Ashley,XXXX8413,Car,461195.49,28-08-2023,High,,1,,08-03-2023,383703.3,2221.94
ICICI Bank,Ryan Brown,XXXX2021,House,134881.69,02-10-2024,Low,,,1,21-07-2024,406649.82,22751.55
Kotak Mahindra,Jesus Mcdaniel,XXXX2373,Car,470769.37,15-02-2025,High,1,,,23-01-2025,452179.12,13600.01
HDFC Bank,John Collins,XXXX6771,House,488132,07-06-2024,High,,1,,16-12-2024,,0
Axis Bank,Erin Oconnor,XXXX3670,Car,200689.49,18-06-2024,Medium,1,,,03-09-2024,347716.34,7896.89
Kotak Mahindra,Joshua Robinson,XXXX8905,House,307677.55,07-02-2024,High,,1,,18-02-2024,309185.09,9778.83
Kotak Mahindra,Jacqueline Duarte,XXXX4838,Car,434687.58,02-08-2024,High,1,,,27-10-2024,470556.37,16226.8
HDFC Bank,Jennifer Reyes,XXXX5703,House,323777.22,23-08-2024,High,1,,,09-02-2024,153616.87,6644.3
ICICI Bank,Robert Roberts,XXXX8178,House,72652.88,01-01-2024,Low,,1,,24-07-2024,,0
SBI,Ryan Chavez,XXXX4232,House,84156.67,20-10-2023,Medium,,1,,19-08-2023,433924.21,1311.54
SBI,Anna Patrick,XXXX9332,House,85610.96,21-01-2024,Medium,,1,,22-04-2024,,0
HDFC Bank,Paul Taylor,XXXX7026,Car,474311.49,22-12-2023,Medium,1,,,03-02-2023,181457.66,5793.05
SBI,John White,XXXX3267,Car,161578.75,13-03-2025,Medium,1,,,30-01-2025,,0
ICICI Bank,Amy Baldwin,XXXX7802,Car,276235.18,03-10-2023,Low,1,,,11-10-2023,,0
SBI,Ashley Martin,XXXX5789,House,465679.53,07-06-2025,Low,1,,,09-06-2025,,0
Axis Bank,Brian Vasquez,XXXX8023,Car,370974.94,21-07-2024,High,,,1,15-07-2024,314618.57,10655.52
SBI,Jeffrey Boyle,XXXX8411,House,221167.84,29-12-2024,High,,1,,04-03-2024,,0
HDFC Bank,Luke Wilcox,XXXX5885,House,357534.69,13-02-2025,Low,,1,,18-10-2025,301583.19,6066.92
Axis Bank,Amy Pham,XXXX4445,House,495364.91,29-08-2024,Low,,1,,22-09-2024,237313,18163.88
SBI,Derrick Morris,XXXX4076,House,163855,19-07-2025,Low,,1,,23-07-2025,362056.07,24655.93
Kotak Mahindra,Deborah Mccormick,XXXX8748,Car,193241.62,16-10-2023,High,,1,,20-05-2023,113165.67,1907.74
SBI,Angela Cruz,XXXX3860,Car,123259.94,22-10-2023,High,,1,,10-11-2023,,0
HDFC Bank,Audrey Anderson,XXXX3174,House,342011.46,12-01-2024,High,1,,,27-04-2024,394523.43,37592.79
ICICI Bank,Kelly Espinoza,XXXX2219,House,221760.44,29-02-2024,High,1,,,09-04-2024,233317.61,17772.59
Axis Bank,Thomas Jones,XXXX6179,House,290351.52,24-07-2025,High,,1,,17-03-2025,,0
Kotak Mahindra,Jon King,XXXX7161,House,457122.21,28-06-2024,High,,1,,20-01-2024,,0
ICICI Bank,Kimberly Hernandez,XXXX4475,Car,98053.68,01-02-2025,High,1,,,28-01-2025,187126.09,7897.45
ICICI Bank,Patrick Levine,XXXX1199,House,452539.38,25-05-2025,High,1,,,28-03-2025,198680.37,20612.77
Kotak Mahindra,Mrs. Debra Cobb,XXXX1501,Car,243490.65,30-07-2024,Low,1,,,22-03-2024,317482.85,17951.05
SBI,Karen Woodward,XXXX4216,Car,101329.3,22-12-2023,Low,,,1,22-03-2023,,0
Axis Bank,Jonathan Francis,XXXX2718,House,467820.03,12-06-2025,Medium,,1,,16-10-2025,489501.09,9174.08
ICICI Bank,Ashley Lowery,XXXX7399,Car,289166.35,30-07-2025,High,,1,,21-08-2025,,0
Axis Bank,Matthew Graham,XXXX2696,House,476084.96,26-04-2024,Medium,1,,,04-10-2024,,0
HDFC Bank,Pamela Torres,XXXX2589,House,428921,08-10-2023,Low,,1,,12-10-2023,,0
Kotak Mahindra,Paul Gutierrez,XXXX5636,Car,490063.6,05-08-2025,Low,1,,,11-07-2025,431522.72,36402.02
ICICI Bank,Jessica Hahn,XXXX6565,House,58550.51,30-04-2024,High,,1,,21-06-2024,83036.9,6283.68
Kotak Mahindra,Andrew Calderon,XXXX8254,Car,169062.19,10-11-2023,Low,,1,,09-10-2023,421248.07,41064.87
HDFC Bank,Shawn Peters,XXXX3532,Car,265247.62,24-05-2025,Low,1,,,24-03-2025,,0
ICICI Bank,Katrina Gonzalez,XXXX8231,House,168876.18,13-01-2025,Low,,,1,09-02-2025,111359.9,8620.41
SBI,Jonathan Vance,XXXX3222,House,143618.04,07-03-2024,High,1,,,16-07-2024,140431.79,2796.82
HDFC Bank,Jessica Sanchez,XXXX8840,Car,119227.75,27-09-2024,Low,,1,,05-04-2024,,0
SBI,Michelle Hoover,XXXX1740,Car,302497.57,09-06-2024,High,,,1,21-10-2024,,0
HDFC Bank,Sandra Jones,XXXX3495,Car,84427,26-10-2024,High,1,,,29-04-2024,386517.55,16585.48
SBI,Thomas Heath,XXXX8195,Car,271217.79,09-10-2024,Low,,1,,31-07-2024,,0
SBI,John Mcbride,XXXX7751,Car,192829.59,04-06-2024,High,1,,,17-11-2024,130494.62,11368.63
SBI,Noah Palmer Jr.,XXXX2516,House,317496.95,27-11-2024,Low,1,,,06-10-2024,124280.23,18.42
Axis Bank,Terry Knight,XXXX8390,House,283943.08,18-08-2024,High,,1,,27-06-2024,61827.76,5380.03
ICICI Bank,Chelsea Hancock,XXXX6061,House,312891.91,27-02-2025,Low,1,,,05-11-2025,184677.8,2367.87
Kotak Mahindra,Jennifer Ford,XXXX3367,Car,174571.43,26-04-2024,High,,1,,21-07-2024,,0
Kotak Mahindra,Chad Harris,XXXX2742,House,67917.3,11-12-2024,Low,,1,,05-06-2024,58607.39,456.41
Axis Bank,Gregory Lewis IV,XXXX5581,House,465059.65,05-08-2025,Medium,1,,,14-03-2025,,0
Kotak Mahindra,Rebecca Martinez,XXXX3330,Car,183367.84,16-05-2024,High,1,,,26-02-2024,,0
Axis Bank,Veronica Mcfarland,XXXX5924,Car,419562.99,27-01-2024,High,1,,,05-02-2024,65206.82,4734.58
Axis Bank,Erin Warner,XXXX6676,Car,328730.59,01-04-2024,Low,,1,,06-08-2024,250358.23,5284.55
SBI,Katie Smith,XXXX4239,Car,114863.56,01-12-2024,Medium,1,,,15-07-2024,303826.9,9293.19
HDFC Bank,Jennifer Fowler,XXXX7142,Car,213560.61,29-04-2024,Low,1,,,04-05-2024,,0
Axis Bank,John Hill,XXXX7833,House,422854.95,08-05-2025,High,,1,,23-02-2025,189107.86,8644.33
Kotak Mahindra,Lucas Diaz,XXXX5385,House,203733.68,16-04-2025,Medium,,1,,07-08-2025,,0
HDFC Bank,Caitlin Johnson,XXXX8532,House,113743.38,22-07-2024,High,,1,,02-04-2024,251200.32,8639.78
SBI,Cynthia Best,XXXX2106,Car,454940.78,07-07-2024,High,1,,,24-11-2024,77944.55,4723
ICICI Bank,Catherine Guzman,XXXX2598,House,421136.11,20-02-2024,High,,1,,09-02-2024,332798.92,7947.09
Axis Bank,Sandra Hughes,XXXX8026,Car,312493.31,04-08-2024,High,,,1,14-11-2024,110244.65,1231.48
HDFC Bank,James Clark,XXXX1168,Car,341946.09,07-07-2025,Low,1,,,12-02-2025,131027.11,6483.6
HDFC Bank,Brittany Winters,XXXX9295,Car,54509.24,22-01-2024,Medium,,1,,17-07-2024,,0
Axis Bank,Amber Bryant,XXXX2863,House,444376.72,09-10-2023,Low,,1,,12-02-2023,,0
HDFC Bank,Jessica Buck,XXXX6233,Car,349542.51,15-10-2023,Low,1,,,11-05-2023,107964,6939.02
SBI,Chase Johnson,XXXX4285,House,283145.45,02-09-2023,Medium,1,,,26-04-2023,,0
HDFC Bank,Thomas Miles,XXXX7665,House,68645.8,29-12-2024,Low,1,,,10-07-2024,100366.82,2250.56
SBI,Angela Pruitt,XXXX4690,Car,297668.98,01-08-2024,High,1,,,23-02-2024,408072.47,11219.29
Axis Bank,Jacqueline Maxwell,XXXX4004,Car,386951.55,13-09-2023,Low,,1,,29-09-2023,312064.25,30149.36
Axis Bank,Tricia Oliver,XXXX7836,Car,247248.04,20-03-2024,High,1,,,21-07-2024,55233.95,1228.75
ICICI Bank,Lisa Gray,XXXX7762,House,362479.74,07-09-2024,High,,1,,21-05-2024,200496.09,1221.9
SBI,Rebecca Sosa,XXXX9991,Car,440648.14,22-11-2023,Medium,,1,,01-11-2023,254353.17,6420.65
HDFC Bank,Kirsten Lee,XXXX8221,House,273594.33,09-08-2023,Low,,1,,03-08-2023,60021.55,6130.1
Axis Bank,Logan Cantrell,XXXX7198,Car,452149.39,29-08-2023,High,,1,,14-03-2023,81808.45,3760.63
Axis Bank,Darrell Daniel,XXXX7691,Car,436415.19,19-07-2025,Medium,1,,,01-04-2025,126299.74,3934.37
ICICI Bank,Michele Perez,XXXX2430,Car,308855.48,05-12-2023,High,,1,,15-04-2023,,0
ICICI Bank,John Estes,XXXX8993,House,319813.35,02-06-2025,High,,1,,12-04-2025,,0
ICICI Bank,Melanie Vaughn,XXXX4500,Car,320650.04,04-08-2024,High,1,,,17-09-2024,201742.13,6207.71
Kotak Mahindra,Dr. Amanda White,XXXX6726,Car,154479.51,10-03-2024,Low,,1,,11-03-2024,,0
ICICI Bank,Kyle Hill,XXXX3031,House,97023.08,05-05-2024,Medium,,1,,24-09-2024,,0
Axis Bank,Mary Best,XXXX6348,House,130792.29,01-07-2024,Low,1,,,04-04-2024,203804.66,20550.62
HDFC Bank,Mary Elliott,XXXX3047,House,274575.13,23-02-2025,High,,1,,07-04-2025,396926.59,784.63
Axis Bank,Nancy Leon,XXXX1009,Car,80368.47,18-11-2024,High,1,,,26-05-2024,204712.39,19992.69
Axis Bank,Christine Miller,XXXX4368,House,365503.27,18-12-2023,Low,1,,,15-08-2023,,0
SBI,Robert Marshall,XXXX1723,House,150433.47,20-10-2024,Medium,,1,,17-04-2024,386138.23,11859.33
Axis Bank,Angela Vasquez,XXXX6128,Car,55930.5,10-11-2024,Medium,1,,,14-09-2024,,0
HDFC Bank,Scott Hess,XXXX2652,House,210582.8,28-06-2025,Low,1,,,20-09-2025,462760.24,14312.14
ICICI Bank,Lee Myers,XXXX3138,Car,492971.99,25-12-2023,High,,1,,20-11-2023,444648.62,13361.33
Axis Bank,Ana Jones,XXXX5712,Car,409903.49,20-12-2024,Low,1,,,02-06-2024,211563.28,14383.55
Kotak Mahindra,John Bradley,XXXX8520,Car,248307.56,18-05-2024,High,1,,,02-10-2024,169275.81,8629.28
Axis Bank,Joshua Rivera,XXXX1198,Car,419804.88,21-03-2025,Low,1,,,21-01-2025,367625.69,33910.58
Kotak Mahindra,Nicole Gutierrez,XXXX8108,House,85952.7,24-03-2025,Low,,1,,05-04-2025,436731.85,4405.09
SBI,Brenda Ross,XXXX7804,Car,392588.33,11-12-2023,Low,1,,,04-04-2023,338984.89,13455.42
HDFC Bank,Logan Andrews,XXXX4302,House,171027.16,19-03-2025,Low,1,,,12-05-2025,47615.4,3830.49
HDFC Bank,Steven Pearson,XXXX3308,Car,294822.73,29-09-2023,Medium,,1,,06-08-2023,419731.76,35191.66
SBI,Kimberly Wright,XXXX2136,House,202597.66,08-08-2023,Medium,,1,,09-03-2023,80223.69,7441.07
